CompanyName,YearMonth,MonthlyRevenue,MonthlyOrders
"Furia Bacalhau e Frutos do Mar",2013-04,60795.86,1
"Around the Horn",2013-04,59964.52,1
"Gourmet Lanchonetes",2013-04,59832.45,3
QUICK-Stop,2013-04,59602.49,1
"FISSA Fabrica Inter. Salchichas S.A.",2013-04,52169.03,2
"Santé Gourmet",2013-04,52070.1,2
"Eastern Connection",2013-04,50808.62,1
"Bottom-Dollar Markets",2013-04,48722.84,1
"Blondesddsl père et fils",2013-04,47183.84,1
"White Clover Markets",2013-04,42345.61,1
"Lehmanns Marktstand",2013-04,41351.47,1
"Reggiani Caseifici",2013-04,40627.49,2
"Wartian Herkku",2013-04,40360.97,1
"Paris spécialités",2013-04,40245.66,2
"Island Trading",2013-04,38969.91,2
"Ricardo Adocicados",2013-04,38486.01,2
"Ottilies Käseladen",2013-04,36886.5,2
"Lazy K Kountry Store",2013-04,32943.01,2
"Wilman Kala",2013-04,32524.55,2
"Familia Arquibaldo",2013-04,32482.26,1
"Consolidated Holdings",2013-04,32060.6,2
"Queen Cozinha",2013-04,30730.09,1
"Victuailles en stock",2013-04,30533.8,2
"Toms Spezialitäten",2013-04,30369.59,1
"Princesa Isabel Vinhos",2013-04,28295.9,1
"Mère Paillarde",2013-04,28214.7,2
HILARION-Abastos,2013-04,27458.8,1
Vaffeljernet,2013-04,25779.98,1
"Richter Supermarkt",2013-04,25153.52,1
LINO-Delicateses,2013-04,24746.28,1
"Bólido Comidas preparadas",2013-04,24542.3,1
"The Cracker Box",2013-04,23068.97,2
"Romero y tomillo",2013-04,22921.37,1
"Berglunds snabbköp",2013-04,22663.62,1
"Die Wandernde Kuh",2013-04,21226.32,1
"Simons bistro",2013-04,20882.05,1
"Galería del gastrónomo",2013-04,20043.28,1
GROSELLA-Restaurante,2013-04,19400.18,1
"Océano Atlántico Ltda.",2013-04,17309.9,1
"Chop-suey Chinese",2013-04,16588.1,1
"France restauration",2013-04,14520.58,2
"Wellington Importadora",2013-04,14114.55,1
"Que Delícia",2013-04,12086.59,1
"Königlich Essen",2013-04,11492.6,1
"Hungry Owl All-Night Grocers",2013-04,6380.85,1
"Old World Delicatessen",2013-04,5165.7,1
"Alfreds Futterkiste",2013-04,1598.0,1
"Spécialités du monde",2013-04,1172.0,1
"Laughing Bacchus Wine Cellars",2013-05,188238.19,4
"Hungry Coyote Import Store",2013-05,162338.2,3
"La corne d'abondance",2013-05,133482.43,3
"Blondesddsl père et fils",2013-05,117899.78,3
IT,2013-05,109774.89,3
"Let's Stop N Shop",2013-05,98026.1,3
"Wellington Importadora",2013-05,95911.6,2
"Rattlesnake Canyon Grocery",2013-05,89368.42,2
"Hanari Carnes",2013-05,89291.6,2
"Spécialités du monde",2013-05,87692.71,2
"Save-a-lot Markets",2013-05,84679.72,2
"Cactus Comidas para llevar",2013-05,84360.83,2
"Queen Cozinha",2013-05,83623.0,2
"Ernst Handel",2013-05,78375.68,3
"Königlich Essen",2013-05,78029.91,3
"Franchi S.p.A.",2013-05,76290.32,3
"FISSA Fabrica Inter. Salchichas S.A.",2013-05,74411.26,2
Vaffeljernet,2013-05,69934.82,2
"Princesa Isabel Vinhos",2013-05,67571.79,2
North/South,2013-05,67337.94,2
"Pericles Comidas clásicas",2013-05,66203.66,4
"Hungry Owl All-Night Grocers",2013-05,63601.03,3
"Santé Gourmet",2013-05,63357.97,2
"Tradição Hipermercados",2013-05,61436.02,2
"Suprêmes délices",2013-05,61047.28,1
"Centro comercial Moctezuma",2013-05,60992.75,2
"Wilman Kala",2013-05,58089.61,2
"Océano Atlántico Ltda.",2013-05,56087.31,1
"Bottom-Dollar Markets",2013-05,52722.08,1
Frankenversand,2013-05,52302.17,1
"Island Trading",2013-05,51263.05,2
"Furia Bacalhau e Frutos do Mar",2013-05,49239.0,1
"Wolski  Zajazd",2013-05,48942.15,1
"Chop-suey Chinese",2013-05,47222.55,1
LINO-Delicateses,2013-05,44677.25,1
"Familia Arquibaldo",2013-05,44252.44,2
"Wartian Herkku",2013-05,39307.89,1
"Berglunds snabbköp",2013-05,37945.64,1
"Godos Cocina Típica",2013-05,37186.59,1
"Seven Seas Imports",2013-05,36087.53,2
"Mère Paillarde",2013-05,35601.25,1
"Folk och fä HB",2013-05,32617.55,1
"Bon app'",2013-05,30855.92,1
"Blauer See Delikatessen",2013-05,30380.71,1
"Ana Trujillo Emparedados y helados",2013-05,30242.55,1
"Richter Supermarkt",2013-05,28863.54,2
"Magazzini Alimentari Riuniti",2013-05,27512.75,1
"Rancho grande",2013-05,27476.58,1
"Piccolo und mehr",2013-05,27205.11,1
"Trail's Head Gourmet Provisioners",2013-05,26695.03,1
LILA-Supermercado,2013-05,24074.07,2
"Ottilies Käseladen",2013-05,23769.48,1
"B's Beverages",2013-05,23749.09,2
"Antonio Moreno Taquería",2013-05,20402.2,1
"Consolidated Holdings",2013-05,20209.95,1
"Reggiani Caseifici",2013-05,19113.59,2
"Great Lakes Food Market",2013-05,17573.14,2
QUICK-Stop,2013-05,16067.25,1
"Die Wandernde Kuh",2013-05,15705.26,1
"Bólido Comidas preparadas",2013-05,15602.35,1
"Gourmet Lanchonetes",2013-05,13807.1,1
"The Big Cheese",2013-05,11879.46,3
"The Cracker Box",2013-05,11612.61,1
"Vins et alcools Chevalier",2013-05,11571.65,2
"Eastern Connection",2013-05,11000.7,1
"Lonesome Pine Restaurant",2013-05,10634.09,1
"Ricardo Adocicados",2013-05,10413.52,1
"Folies gourmandes",2013-05,9451.2,1
"Que Delícia",2013-05,8874.05,1
"Lazy K Kountry Store",2013-05,8102.8,2
"Maison Dewey",2013-05,6049.5,1
"Alfreds Futterkiste",2013-05,5064.0,1
"Toms Spezialitäten",2013-05,4311.75,1
"Tortuga Restaurante",2013-05,3714.65,1
"Drachenblut Delikatessen",2013-05,3184.65,1
"Split Rail Beer & Ale",2013-05,1535.75,1
"Great Lakes Food Market",2013-06,188515.09,4
"Princesa Isabel Vinhos",2013-06,132787.58,4
"The Cracker Box",2013-06,122834.81,3
"Hungry Owl All-Night Grocers",2013-06,105992.31,2
"Que Delícia",2013-06,98439.74,3
"Rattlesnake Canyon Grocery",2013-06,88299.38,2
IT,2013-06,83114.07,2
Vaffeljernet,2013-06,79317.75,2
"Island Trading",2013-06,77955.29,2
"Romero y tomillo",2013-06,77387.47,2
GROSELLA-Restaurante,2013-06,73064.01,3
"Toms Spezialitäten",2013-06,71771.06,2
"Piccolo und mehr",2013-06,71462.6,3
"Suprêmes délices",2013-06,71158.41,2
"Mère Paillarde",2013-06,69084.44,2
"Godos Cocina Típica",2013-06,66795.06,2
"Alfreds Futterkiste",2013-06,66367.14,2
"White Clover Markets",2013-06,60099.2,2
"Furia Bacalhau e Frutos do Mar",2013-06,59320.07,1
"Bottom-Dollar Markets",2013-06,54388.3,1
"Save-a-lot Markets",2013-06,53284.19,2
"Seven Seas Imports",2013-06,52948.31,1
"Blauer See Delikatessen",2013-06,52412.87,1
"Hungry Coyote Import Store",2013-06,51858.35,2
"Cactus Comidas para llevar",2013-06,51779.8,1
"Die Wandernde Kuh",2013-06,50489.27,1
"Consolidated Holdings",2013-06,50087.63,2
"Pericles Comidas clásicas",2013-06,48650.99,2
"B's Beverages",2013-06,48640.05,1
"Königlich Essen",2013-06,48268.08,3
"Maison Dewey",2013-06,47967.02,1
"Victuailles en stock",2013-06,44740.31,1
"Tortuga Restaurante",2013-06,43611.87,2
"Ottilies Käseladen",2013-06,42818.96,1
"Around the Horn",2013-06,41599.19,1
QUICK-Stop,2013-06,40515.19,2
"Familia Arquibaldo",2013-06,37668.73,2
"FISSA Fabrica Inter. Salchichas S.A.",2013-06,37605.27,1
"Ernst Handel",2013-06,35884.74,2
"Ana Trujillo Emparedados y helados",2013-06,33371.6,1
"Franchi S.p.A.",2013-06,33125.7,1
"Laughing Bacchus Wine Cellars",2013-06,33085.32,2
"Wellington Importadora",2013-06,32372.34,1
"Rancho grande",2013-06,31183.67,2
"Bólido Comidas preparadas",2013-06,25777.19,1
"La maison d'Asie",2013-06,25494.45,1
"Queen Cozinha",2013-06,24444.19,1
"Wartian Herkku",2013-06,17842.29,1
"France restauration",2013-06,17331.9,1
"Vins et alcools Chevalier",2013-06,16974.35,1
"Tradição Hipermercados",2013-06,12910.75,1
"Drachenblut Delikatessen",2013-06,12469.0,1
"Chop-suey Chinese",2013-06,12199.84,1
"Comércio Mineiro",2013-06,10679.75,1
"Spécialités du monde",2013-06,8781.05,2
"Morgenstern Gesundkost",2013-06,8401.1,1
"Paris spécialités",2013-06,4784.5,1
"Richter Supermarkt",2013-06,4726.6,1
"Lazy K Kountry Store",2013-06,3509.7,1
"Berglunds snabbköp",2013-06,2196.0,1
"Wilman Kala",2013-06,2061.9,1
"Eastern Connection",2013-06,1547.95,1
"Split Rail Beer & Ale",2013-06,1345.0,1
"Let's Stop N Shop",2013-06,583.5,1
"Ricardo Adocicados",2013-07,182511.87,4
"Comércio Mineiro",2013-07,171601.55,4
"Blondesddsl père et fils",2013-07,167086.1,4
"Great Lakes Food Market",2013-07,138239.79,3
"White Clover Markets",2013-07,113971.62,3
"Around the Horn",2013-07,105134.98,3
North/South,2013-07,101489.26,4
"Königlich Essen",2013-07,101390.5,3
IT,2013-07,98971.58,2
"Godos Cocina Típica",2013-07,96235.84,3
"Eastern Connection",2013-07,92028.81,3
"Hungry Coyote Import Store",2013-07,87366.54,3
"Océano Atlántico Ltda.",2013-07,85267.52,3
Vaffeljernet,2013-07,83077.8,2
"Familia Arquibaldo",2013-07,82690.13,2
"France restauration",2013-07,82200.18,2
"Piccolo und mehr",2013-07,80964.19,3
"Bólido Comidas preparadas",2013-07,80669.43,3
"Romero y tomillo",2013-07,78831.83,4
"Reggiani Caseifici",2013-07,76886.54,2
"Pericles Comidas clásicas",2013-07,76714.21,2
"Hungry Owl All-Night Grocers",2013-07,75975.93,2
"Wellington Importadora",2013-07,73963.33,2
"Santé Gourmet",2013-07,73638.3,2
"Chop-suey Chinese",2013-07,72230.95,2
"Folk och fä HB",2013-07,69266.02,2
LINO-Delicateses,2013-07,65589.16,2
HILARION-Abastos,2013-07,64778.62,2
"Du monde entier",2013-07,58893.47,1
"Wartian Herkku",2013-07,58385.34,2
"Mère Paillarde",2013-07,56773.07,5
"Let's Stop N Shop",2013-07,56705.07,2
"Die Wandernde Kuh",2013-07,55076.17,2
"Blauer See Delikatessen",2013-07,53781.64,1
"Rattlesnake Canyon Grocery",2013-07,53464.17,2
"Lehmanns Marktstand",2013-07,51710.69,1
"Princesa Isabel Vinhos",2013-07,51293.09,2
"Suprêmes délices",2013-07,51243.52,1
"La maison d'Asie",2013-07,51217.55,1
"Trail's Head Gourmet Provisioners",2013-07,50229.17,1
"Lazy K Kountry Store",2013-07,49914.14,1
"Save-a-lot Markets",2013-07,49254.85,1
"B's Beverages",2013-07,48706.82,3
"Maison Dewey",2013-07,47489.26,1
"Wilman Kala",2013-07,46742.34,1
"Ana Trujillo Emparedados y helados",2013-07,46465.88,1
"Tortuga Restaurante",2013-07,46208.67,1
"Seven Seas Imports",2013-07,44630.89,1
"Paris spécialités",2013-07,43037.43,1
"Split Rail Beer & Ale",2013-07,39875.88,3
"Berglunds snabbköp",2013-07,37759.73,1
"Ernst Handel",2013-07,35786.43,2
"Magazzini Alimentari Riuniti",2013-07,34769.08,1
"Gourmet Lanchonetes",2013-07,30926.3,2
"Morgenstern Gesundkost",2013-07,29752.19,1
"Antonio Moreno Taquería",2013-07,29604.21,2
QUICK-Stop,2013-07,29589.28,1
"Folies gourmandes",2013-07,28696.93,1
"La corne d'abondance",2013-07,24272.99,1
"The Cracker Box",2013-07,23858.79,1
"Richter Supermarkt",2013-07,20516.54,1
"Centro comercial Moctezuma",2013-07,19363.9,1
"Hanari Carnes",2013-07,17926.41,1
"Lonesome Pine Restaurant",2013-07,16974.97,1
"Que Delícia",2013-07,16284.48,1
"Simons bistro",2013-07,15499.15,1
"Wolski  Zajazd",2013-07,15484.55,1
LILA-Supermercado,2013-07,13372.41,2
"Island Trading",2013-07,12735.89,1
"Bottom-Dollar Markets",2013-07,10687.75,1
"Tradição Hipermercados",2013-07,8109.95,1
"Franchi S.p.A.",2013-07,7390.8,1
"Cactus Comidas para llevar",2013-07,5834.01,1
"Queen Cozinha",2013-08,201928.1,5
"FISSA Fabrica Inter. Salchichas S.A.",2013-08,165112.94,4
"Berglunds snabbköp",2013-08,144665.43,4
"White Clover Markets",2013-08,131228.1,4
"Hanari Carnes",2013-08,120527.14,3
IT,2013-08,111602.52,3
"Simons bistro",2013-08,101733.24,3
"Ernst Handel",2013-08,97585.61,3
"Reggiani Caseifici",2013-08,89138.99,2
HILARION-Abastos,2013-08,88240.33,3
"Drachenblut Delikatessen",2013-08,85431.15,3
LILA-Supermercado,2013-08,67524.34,2
"Santé Gourmet",2013-08,64662.5,1
"Antonio Moreno Taquería",2013-08,60977.24,4
"Rancho grande",2013-08,60080.87,2
"Franchi S.p.A.",2013-08,58441.27,2
"Around the Horn",2013-08,57892.62,3
Vaffeljernet,2013-08,54933.07,1
"Vins et alcools Chevalier",2013-08,52432.79,1
"Eastern Connection",2013-08,52424.44,1
"Gourmet Lanchonetes",2013-08,52042.37,1
"Folk och fä HB",2013-08,50303.66,2
"Bottom-Dollar Markets",2013-08,50247.78,2
"Laughing Bacchus Wine Cellars",2013-08,49312.89,2
"Princesa Isabel Vinhos",2013-08,47583.9,1
"Wellington Importadora",2013-08,46487.97,2
"Richter Supermarkt",2013-08,45693.53,2
"Ricardo Adocicados",2013-08,45204.01,1
"Que Delícia",2013-08,44661.94,2
"Comércio Mineiro",2013-08,43104.68,1
"Wolski  Zajazd",2013-08,41344.07,3
"Chop-suey Chinese",2013-08,40900.18,1
"Folies gourmandes",2013-08,40676.96,1
"Lonesome Pine Restaurant",2013-08,40363.6,1
"Spécialités du monde",2013-08,36437.15,2
"Great Lakes Food Market",2013-08,34502.42,2
"Let's Stop N Shop",2013-08,32166.82,1
North/South,2013-08,31040.27,1
"Königlich Essen",2013-08,28258.51,1
"Hungry Coyote Import Store",2013-08,27563.07,1
"Paris spécialités",2013-08,26637.85,2
"Blondesddsl père et fils",2013-08,24432.86,1
"Ana Trujillo Emparedados y helados",2013-08,23443.25,1
"The Cracker Box",2013-08,20489.6,1
"Familia Arquibaldo",2013-08,20421.1,1
"Tradição Hipermercados",2013-08,20120.59,1
"Bólido Comidas preparadas",2013-08,19646.24,1
"Hungry Owl All-Night Grocers",2013-08,19237.5,1
"Rattlesnake Canyon Grocery",2013-08,17185.85,1
"Trail's Head Gourmet Provisioners",2013-08,12784.2,2
"Lazy K Kountry Store",2013-08,12003.55,1
"Mère Paillarde",2013-08,11957.4,1
"La maison d'Asie",2013-08,11800.25,1
QUICK-Stop,2013-08,11718.2,1
Frankenversand,2013-08,9278.22,1
"Wartian Herkku",2013-08,9028.18,1
"B's Beverages",2013-08,6614.35,1
"Furia Bacalhau e Frutos do Mar",2013-08,4869.5,1
"Toms Spezialitäten",2013-08,3708.4,1
"Victuailles en stock",2013-08,3224.25,1
"France restauration",2013-08,2578.4,1
"Die Wandernde Kuh",2013-08,2355.15,1
"Morgenstern Gesundkost",2013-09,101397.12,2
"Lazy K Kountry Store",2013-09,90731.28,3
HILARION-Abastos,2013-09,89862.63,3
"Du monde entier",2013-09,84928.77,3
GROSELLA-Restaurante,2013-09,83259.77,3
"Around the Horn",2013-09,82729.32,2
"Vins et alcools Chevalier",2013-09,73283.33,2
"Bólido Comidas preparadas",2013-09,72444.28,2
"Lehmanns Marktstand",2013-09,70797.29,2
"Save-a-lot Markets",2013-09,66531.39,2
"FISSA Fabrica Inter. Salchichas S.A.",2013-09,60197.11,2
"Old World Delicatessen",2013-09,60178.97,2
"Eastern Connection",2013-09,57611.0,2
"France restauration",2013-09,55100.99,1
"Hungry Owl All-Night Grocers",2013-09,55090.6,3
QUICK-Stop,2013-09,54520.53,1
LILA-Supermercado,2013-09,53012.17,2
"Godos Cocina Típica",2013-09,52122.76,1
"The Cracker Box",2013-09,52012.1,1
IT,2013-09,51281.59,2
"Ottilies Käseladen",2013-09,50080.98,1
"Split Rail Beer & Ale",2013-09,48453.88,1
Frankenversand,2013-09,47960.34,1
"Antonio Moreno Taquería",2013-09,47748.87,1
"Chop-suey Chinese",2013-09,47528.66,1
"Tortuga Restaurante",2013-09,47511.9,2
"Toms Spezialitäten",2013-09,47247.92,3
"Gourmet Lanchonetes",2013-09,47007.82,2
"La maison d'Asie",2013-09,43833.36,2
"Alfreds Futterkiste",2013-09,42380.43,2
"Familia Arquibaldo",2013-09,42251.32,1
"Drachenblut Delikatessen",2013-09,42078.66,1
"Maison Dewey",2013-09,40677.59,2
"Furia Bacalhau e Frutos do Mar",2013-09,39657.05,1
"Santé Gourmet",2013-09,37696.36,1
"Reggiani Caseifici",2013-09,36554.38,1
"Victuailles en stock",2013-09,35314.48,1
"Queen Cozinha",2013-09,35133.62,1
"Bon app'",2013-09,35098.82,1
"La corne d'abondance",2013-09,34463.9,2
"Laughing Bacchus Wine Cellars",2013-09,33638.1,1
"Romero y tomillo",2013-09,33301.18,1
"Berglunds snabbköp",2013-09,33039.17,1
"Hanari Carnes",2013-09,31780.78,1
"Princesa Isabel Vinhos",2013-09,30893.5,2
"Ricardo Adocicados",2013-09,28687.99,2
"Rancho grande",2013-09,27056.41,2
"Wolski  Zajazd",2013-09,26460.38,3
"Pericles Comidas clásicas",2013-09,23488.6,1
"Ernst Handel",2013-09,22723.25,2
"Bottom-Dollar Markets",2013-09,21444.9,2
"Franchi S.p.A.",2013-09,20476.14,2
"Folk och fä HB",2013-09,20192.26,1
"Blauer See Delikatessen",2013-09,19603.86,1
"Simons bistro",2013-09,15321.92,1
"Magazzini Alimentari Riuniti",2013-09,13425.35,3
"Spécialités du monde",2013-09,11640.7,1
"Hungry Coyote Import Store",2013-09,11392.45,1
"Suprêmes délices",2013-09,8705.09,1
LINO-Delicateses,2013-09,5899.05,1
"Cactus Comidas para llevar",2013-09,5539.76,1
"Great Lakes Food Market",2013-09,4246.25,1
Vaffeljernet,2013-09,3025.55,1
"Centro comercial Moctezuma",2013-09,2668.5,1
"Blondesddsl père et fils",2013-09,988.75,1
"Bólido Comidas preparadas",2013-10,163603.86,4
"Berglunds snabbköp",2013-10,131016.23,3
"Folies gourmandes",2013-10,123559.78,3
IT,2013-10,117612.3,3
"Island Trading",2013-10,112370.75,4
Vaffeljernet,2013-10,109648.58,4
"Que Delícia",2013-10,101865.66,3
"The Cracker Box",2013-10,92757.37,3
"Romero y tomillo",2013-10,90345.62,2
"Ricardo Adocicados",2013-10,83346.13,2
"Tortuga Restaurante",2013-10,78527.5,2
"B's Beverages",2013-10,72241.63,2
"Richter Supermarkt",2013-10,70701.46,2
"Vins et alcools Chevalier",2013-10,70317.47,3
"Drachenblut Delikatessen",2013-10,66440.66,2
Frankenversand,2013-10,64241.37,2
"Laughing Bacchus Wine Cellars",2013-10,62495.37,1
"Around the Horn",2013-10,61368.36,2
North/South,2013-10,60163.83,1
"Bottom-Dollar Markets",2013-10,58569.43,2
"Save-a-lot Markets",2013-10,56144.7,2
"Die Wandernde Kuh",2013-10,55956.36,2
"Morgenstern Gesundkost",2013-10,54222.89,1
"Simons bistro",2013-10,52544.26,2
"Rancho grande",2013-10,51621.9,3
"Maison Dewey",2013-10,48970.21,1
"La maison d'Asie",2013-10,48435.19,1
"Pericles Comidas clásicas",2013-10,48147.07,1
"Ottilies Käseladen",2013-10,47744.92,1
HILARION-Abastos,2013-10,46374.62,1
"France restauration",2013-10,43231.35,1
"Wartian Herkku",2013-10,42698.94,1
"Ernst Handel",2013-10,40188.42,1
"The Big Cheese",2013-10,40024.22,1
GROSELLA-Restaurante,2013-10,39789.93,1
"Split Rail Beer & Ale",2013-10,39489.49,1
"Eastern Connection",2013-10,35773.69,1
"Du monde entier",2013-10,35716.16,3
"Chop-suey Chinese",2013-10,35677.2,2
"Queen Cozinha",2013-10,35297.71,2
"Bon app'",2013-10,34544.52,1
"Cactus Comidas para llevar",2013-10,33030.4,1
"Old World Delicatessen",2013-10,29619.55,1
"Comércio Mineiro",2013-10,29375.36,1
"Folk och fä HB",2013-10,22819.4,1
"Princesa Isabel Vinhos",2013-10,22691.78,1
"Great Lakes Food Market",2013-10,21604.26,2
QUICK-Stop,2013-10,21600.37,1
"Magazzini Alimentari Riuniti",2013-10,21535.65,1
"Hanari Carnes",2013-10,18002.9,1
"Rattlesnake Canyon Grocery",2013-10,17969.25,1
"Toms Spezialitäten",2013-10,17656.44,1
"Seven Seas Imports",2013-10,17416.45,2
"Alfreds Futterkiste",2013-10,16100.85,1
"Centro comercial Moctezuma",2013-10,15668.51,1
"Reggiani Caseifici",2013-10,12249.17,1
"Let's Stop N Shop",2013-10,11004.4,1
"Mère Paillarde",2013-10,10175.7,1
"Spécialités du monde",2013-10,9987.88,3
"White Clover Markets",2013-10,8905.32,2
"Océano Atlántico Ltda.",2013-10,8090.2,1
"Galería del gastrónomo",2013-10,7731.33,1
"Wolski  Zajazd",2013-10,5369.48,1
"Lazy K Kountry Store",2013-10,5002.55,1
"Furia Bacalhau e Frutos do Mar",2013-10,2682.49,1
"Victuailles en stock",2013-10,1441.35,1
"Tradição Hipermercados",2013-10,743.95,1
"Que Delícia",2013-11,120719.65,3
"Lazy K Kountry Store",2013-11,112782.34,4
"Bólido Comidas preparadas",2013-11,108305.01,2
"Consolidated Holdings",2013-11,104684.05,3
"Queen Cozinha",2013-11,99476.93,3
"Seven Seas Imports",2013-11,96317.51,4
"Old World Delicatessen",2013-11,93390.59,2
"Hanari Carnes",2013-11,82760.18,3
"Folies gourmandes",2013-11,81992.54,2
"Simons bistro",2013-11,79254.97,2
Vaffeljernet,2013-11,76419.21,2
"Lonesome Pine Restaurant",2013-11,76296.1,3
"Océano Atlántico Ltda.",2013-11,74629.59,2
"Chop-suey Chinese",2013-11,73898.86,2
GROSELLA-Restaurante,2013-11,72440.94,2
"France restauration",2013-11,63738.21,1
"B's Beverages",2013-11,63363.61,2
"Around the Horn",2013-11,62549.06,1
"Rancho grande",2013-11,57829.27,1
LILA-Supermercado,2013-11,57416.63,3
"Mère Paillarde",2013-11,54925.29,2
"Lehmanns Marktstand",2013-11,52594.38,2
"Wolski  Zajazd",2013-11,51833.84,1
"Princesa Isabel Vinhos",2013-11,49076.44,1
"Blauer See Delikatessen",2013-11,48178.06,1
QUICK-Stop,2013-11,47825.02,1
"Rattlesnake Canyon Grocery",2013-11,46039.39,1
IT,2013-11,44062.92,2
"Berglunds snabbköp",2013-11,43285.02,1
"Alfreds Futterkiste",2013-11,43166.55,2
Frankenversand,2013-11,43045.77,2
LINO-Delicateses,2013-11,42944.4,3
"Santé Gourmet",2013-11,42845.3,1
"Furia Bacalhau e Frutos do Mar",2013-11,42281.21,1
HILARION-Abastos,2013-11,42155.88,2
"Tortuga Restaurante",2013-11,42099.58,1
"Wellington Importadora",2013-11,41832.08,1
"Split Rail Beer & Ale",2013-11,41578.94,1
